   0.100000E-04  -0.502794E-07
   0.133352E-04  -0.244879E-07
   0.177828E-04  -0.119250E-07
   0.237137E-04  -0.580722E-08
   0.316228E-04  -0.283056E-08
   0.421696E-04  -0.137778E-08
   0.562341E-04  -0.670929E-09
   0.749894E-04  -0.326855E-09
   0.100000E-03  -0.159270E-09
   0.133352E-03  -0.775223E-10
   0.177828E-03  -0.377134E-10
   0.237137E-03  -0.184059E-10
   0.316228E-03  -0.895927E-11
   0.421697E-03  -0.436291E-11
   0.562341E-03  -0.213383E-11
   0.749894E-03  -0.103860E-11
   0.100000E-02  -0.503819E-12
   0.133352E-02  -0.245716E-12
   0.177828E-02  -0.119483E-12
   0.237137E-02  -0.585068E-13
   0.316228E-02  -0.283967E-13
   0.421696E-02  -0.139696E-13
   0.562341E-02  -0.678423E-14
   0.749894E-02  -0.325310E-14
   0.100000E-01  -0.162385E-14
