 41
 Wed Sep 04 11:11:25 2019
 1
 1   2   3   4
 xy
 100
1.0133900E-003   6.1958800E-008
1.0611500E-003   5.9680800E-008
1.1111700E-003   5.8213400E-008
1.1635300E-003   5.6408400E-008
1.2183700E-003   5.4651000E-008
1.2757900E-003   5.3123700E-008
1.3359100E-003   5.0798900E-008
1.3988700E-003   4.8800000E-008
1.4648000E-003   4.7197400E-008
1.5338400E-003   4.4900000E-008
1.6061200E-003   4.2711700E-008
1.6818200E-003   4.1635400E-008
1.7610800E-003   3.9313500E-008
1.8440800E-003   3.7497800E-008
1.9309800E-003   3.5572000E-008
2.0219900E-003   3.3985700E-008
2.1172800E-003   3.1718000E-008
2.2170700E-003   3.0501200E-008
2.3215500E-003   2.9072500E-008
2.4309700E-003   2.7384196E-008
2.5455300E-003   2.5784900E-008
2.6655000E-003   2.4244621E-008
2.7911200E-003   2.2861800E-008
2.9226600E-003   2.1286800E-008
3.0604000E-003   2.0072500E-008
3.2046400E-003   1.8887200E-008
3.3556700E-003   1.7598800E-008
3.5138100E-003   1.6413300E-008
3.6794100E-003   1.5553900E-008
3.8528200E-003   1.4570067E-008
4.0344000E-003   1.3528600E-008
4.2245300E-003   1.2770200E-008
4.4236300E-003   1.1807700E-008
4.6321100E-003   1.1128200E-008
4.8504100E-003   1.0112400E-008
5.0790100E-003   9.4507100E-009
5.3183700E-003   8.8347100E-009
5.5690200E-003   8.0764800E-009
5.8314800E-003   7.5661200E-009
6.1063100E-003   6.9068800E-009
6.3940900E-003   6.3358600E-009
6.6954300E-003   5.8934599E-009
7.0109800E-003   5.4116951E-009
7.3414000E-003   4.9786930E-009
7.6873900E-003   4.6080500E-009
8.0496800E-003   4.3019299E-009
8.4290500E-003   3.9269858E-009
8.8263000E-003   3.6179200E-009
9.2422700E-003   3.2799900E-009
9.6778500E-003   3.0559659E-009
1.0133900E-002   2.8591000E-009
1.0611500E-002   2.6052029E-009
1.1111700E-002   2.3389600E-009
1.1635300E-002   2.1228681E-009
1.2183700E-002   1.9035300E-009
1.2757900E-002   1.7339400E-009
1.3359100E-002   1.5744011E-009
1.3988700E-002   1.4094140E-009
1.4648000E-002   1.2617160E-009
1.5338400E-002   1.1294961E-009
1.6061200E-002   1.0223870E-009
1.6818200E-002   9.1524699E-010
1.7610800E-002   8.1933499E-010
1.8440800E-002   7.3347400E-010
1.9309800E-002   6.6391898E-010
2.0219900E-002   5.9434502E-010
2.1172800E-002   5.4397198E-010
2.2170700E-002   4.9238802E-010
2.3215500E-002   4.4078899E-010
 2
 1   2   3   4
 xy
 100
1.0133900E-003   6.1509859E-008
1.0611500E-003   6.0102771E-008
1.1111700E-003   5.8199100E-008
1.1635300E-003   5.6635200E-008
1.2183700E-003   5.4789012E-008
1.2757900E-003   5.2811900E-008
1.3359100E-003   5.0795700E-008
1.3988700E-003   4.8503200E-008
1.4648000E-003   4.7257600E-008
1.5338400E-003   4.4809100E-008
1.6061200E-003   4.3714700E-008
1.6818200E-003   4.1047800E-008
1.7610800E-003   3.9901800E-008
1.8440800E-003   3.7428800E-008
1.9309800E-003   3.5711900E-008
2.0219900E-003   3.4305300E-008
2.1172800E-003   3.2329400E-008
2.2170700E-003   3.0831000E-008
2.3215500E-003   2.9306000E-008
2.4309700E-003   2.7240500E-008
2.5455300E-003   2.5970700E-008
2.6655000E-003   2.4679200E-008
2.7911200E-003   2.3542864E-008
2.9226600E-003   2.1963855E-008
3.0604000E-003   2.0668200E-008
3.2046400E-003   1.9302500E-008
3.3556700E-003   1.8161300E-008
3.5138100E-003   1.7341100E-008
3.6794100E-003   1.6133500E-008
3.8528200E-003   1.4945800E-008
4.0344000E-003   1.3823700E-008
4.2245300E-003   1.3028900E-008
4.4236300E-003   1.2083500E-008
4.6321100E-003   1.1302500E-008
4.8504100E-003   1.0615700E-008
5.0790100E-003   9.8280800E-009
5.3183700E-003   9.1796000E-009
5.5690200E-003   8.4919400E-009
5.8314800E-003   7.8998000E-009
6.1063100E-003   7.3109200E-009
6.3940900E-003   6.8924900E-009
6.6954300E-003   6.2225709E-009
7.0109800E-003   5.7297900E-009
7.3414000E-003   5.2912400E-009
7.6873900E-003   4.9325251E-009
8.0496800E-003   4.4011319E-009
8.4290500E-003   4.0554609E-009
8.8263000E-003   3.6228700E-009
9.2422700E-003   3.3262500E-009
9.6778500E-003   3.0049800E-009
1.0133900E-002   2.6752100E-009
1.0611500E-002   2.4329800E-009
1.1111700E-002   2.1708690E-009
1.1635300E-002   1.9369959E-009
1.2183700E-002   1.7283180E-009
1.2757900E-002   1.5660700E-009
1.3359100E-002   1.4149910E-009
1.3988700E-002   1.2750510E-009
1.4648000E-002   1.1357330E-009
1.5338400E-002   1.0116380E-009
1.6061200E-002   9.0110203E-010
1.6818200E-002   8.1198398E-010
1.7610800E-002   7.2326301E-010
1.8440800E-002   6.4423600E-010
1.9309800E-002   5.7384397E-010
2.0219900E-002   5.1709198E-010
2.1172800E-002   4.6059201E-010
2.2170700E-002   4.1504000E-010
2.3215500E-002   3.6543801E-010
 3
 1   2   3   4
 xy
 100
1.0133900E-003   6.5451623E-008
1.0611500E-003   6.3240464E-008
1.1111700E-003   6.1808009E-008
1.1635300E-003   5.9039721E-008
1.2183700E-003   5.7702419E-008
1.2757900E-003   5.5753052E-008
1.3359100E-003   5.3255953E-008
1.3988700E-003   5.0611400E-008
1.4648000E-003   4.8673800E-008
1.5338400E-003   4.5889900E-008
1.6061200E-003   4.4259700E-008
1.6818200E-003   4.2577300E-008
1.7610800E-003   4.0205400E-008
1.8440800E-003   3.8549500E-008
1.9309800E-003   3.7169100E-008
2.0219900E-003   3.5258488E-008
2.1172800E-003   3.3521000E-008
2.2170700E-003   3.1714000E-008
2.3215500E-003   2.9870847E-008
2.4309700E-003   2.8731100E-008
2.5455300E-003   2.7044400E-008
2.6655000E-003   2.5202700E-008
2.7911200E-003   2.3673600E-008
2.9226600E-003   2.2206800E-008
3.0604000E-003   2.0917600E-008
3.2046400E-003   1.9593200E-008
3.3556700E-003   1.8593300E-008
3.5138100E-003   1.7657300E-008
3.6794100E-003   1.6344700E-008
3.8528200E-003   1.5093400E-008
4.0344000E-003   1.4139700E-008
4.2245300E-003   1.3316133E-008
4.4236300E-003   1.2431610E-008
4.6321100E-003   1.1660400E-008
4.8504100E-003   1.0808600E-008
5.0790100E-003   1.0074400E-008
5.3183700E-003   9.4433128E-009
5.5690200E-003   8.7215577E-009
5.8314800E-003   7.9614120E-009
6.1063100E-003   7.2675181E-009
6.3940900E-003   6.7699200E-009
6.6954300E-003   6.2520131E-009
7.0109800E-003   5.6555551E-009
7.3414000E-003   5.2049658E-009
7.6873900E-003   4.7126729E-009
8.0496800E-003   4.3019299E-009
8.4290500E-003   3.9269858E-009
8.8263000E-003   3.5039220E-009
9.2422700E-003   3.1985301E-009
9.6778500E-003   2.9197560E-009
1.0133900E-002   2.7267391E-009
1.0611500E-002   2.4890840E-009
1.1111700E-002   2.3245379E-009
1.1635300E-002   2.1081790E-009
1.2183700E-002   1.9372100E-009
1.2757900E-002   1.7681731E-009
1.3359100E-002   1.6140640E-009
1.3988700E-002   1.4733870E-009
1.4648000E-002   1.3469550E-009
1.5338400E-002   1.2290010E-009
1.6061200E-002   1.1213760E-009
1.6818200E-002   1.0214490E-009
1.7610800E-002   9.1825397E-010
1.8440800E-002   8.1366902E-010
1.9309800E-002   7.2320100E-010
2.0219900E-002   6.4706102E-010
2.1172800E-002   5.7702398E-010
2.2170700E-002   5.1456800E-010
2.3215500E-002   4.5887200E-010
 4
 1   2   3   4
 xy
 100
1.0133900E-003   6.6864068E-008
1.0611500E-003   6.3771594E-008
1.1111700E-003   6.2279405E-008
1.1635300E-003   5.9398971E-008
1.2183700E-003   5.7326410E-008
1.2757900E-003   5.4675052E-008
1.3359100E-003   5.2146319E-008
1.3988700E-003   4.9972100E-008
1.4648000E-003   4.7571100E-008
1.5338400E-003   4.5464700E-008
1.6061200E-003   4.3626700E-008
1.6818200E-003   4.1689800E-008
1.7610800E-003   4.0056500E-008
1.8440800E-003   3.7895500E-008
